"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_url","Answer.audio-naturalness.label","Approve","Reject"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3E7TUJ2EGIIXSKAOZ8M2TKYT5EK9DJ","A1P5FJPAEO3RP7","Submitted","Thu Mar 04 23:36:00 PST 2021","Thu Mar 04 23:36:23 PST 2021","Sun Mar 07 23:36:23 PST 2021","","","","23","100% (78/78)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3H7XDTSHKINBG0XNU9X2DP91G7YGW3","A3E18P15E4GSG6","Submitted","Fri Mar 05 03:10:42 PST 2021","Fri Mar 05 03:10:55 PST 2021","Mon Mar 08 03:10:55 PST 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","2.0 - Poor - Mostly unnatural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3HQUKB7LNLA7J6X9JGTKXMBFGJLHHQ","AZ8JL3QNIPY4U","Submitted","Thu Mar 04 23:37:02 PST 2021","Thu Mar 04 23:42:35 PST 2021","Sun Mar 07 23:42:35 PST 2021","","","","333","100% (36/36)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","4.0 - Good - Mostly natural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3IAEQB9FMKG84GNWSJWU74643FGWD7","AZKFSYWVPF6JL","Submitted","Fri Mar 05 02:45:48 PST 2021","Fri Mar 05 02:45:56 PST 2021","Mon Mar 08 02:45:56 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3II4UPYCOP33KJRAGAXOFFOIFETQDR","A2683ZVNWI119A","Submitted","Fri Mar 05 00:50:07 PST 2021","Fri Mar 05 00:51:29 PST 2021","Mon Mar 08 00:51:29 PST 2021","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3N4BPTXIOEO3QI41P03GTTGX28XUKE","AYHIH9NTPYFLY","Submitted","Fri Mar 05 01:15:56 PST 2021","Fri Mar 05 01:17:26 PST 2021","Mon Mar 08 01:17:26 PST 2021","","","","90","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","5.0 - Excellent - Completely natural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3NGI5ARFTZ1OSCAJ04Y4E8XZLL2P17","A1580MT585M44G","Submitted","Fri Mar 05 00:22:50 PST 2021","Fri Mar 05 00:23:07 PST 2021","Mon Mar 08 00:23:07 PST 2021","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","2.0 - Poor - Mostly unnatural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3PZDLQMM0ZHCN8JBE3CCZR8XE8A2CW","A1S88VQY8G8CNC","Submitted","Fri Mar 05 02:43:45 PST 2021","Fri Mar 05 02:43:58 PST 2021","Mon Mar 08 02:43:58 PST 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","4.0 - Good - Mostly natural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3S96KQ6I9S0GCZJ2XERJKKZ5ZLQTD6","A1K42W7BKJDVB","Submitted","Fri Mar 05 00:20:37 PST 2021","Fri Mar 05 00:21:07 PST 2021","Mon Mar 08 00:21:07 PST 2021","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","4.0 - Good - Mostly natural speech"
"38VTL6WC5F9E2O692CRY6585X1KY5B","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3WQQ9FUS6GQ4ZITUGKPIYYFIINSB8R","A1F7TXGSWETWX0","Submitted","Thu Mar 04 23:59:03 PST 2021","Thu Mar 04 23:59:11 PST 2021","Sun Mar 07 23:59:11 PST 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/w_mswd/8011_111754_000025_000002.wav","4.0 - Good - Mostly natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","33LK57MYLZ1I00BJ0WBQ17MMLKNSZG","A1580MT585M44G","Submitted","Fri Mar 05 00:44:47 PST 2021","Fri Mar 05 00:45:04 PST 2021","Mon Mar 08 00:45:04 PST 2021","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","4.0 - Good - Mostly natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","34S9DKFK79LLFX99WESLO63ESR7YNF","A1P5FJPAEO3RP7","Submitted","Thu Mar 04 23:42:23 PST 2021","Thu Mar 04 23:42:48 PST 2021","Sun Mar 07 23:42:48 PST 2021","","","","25","100% (78/78)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","3.0 - Fair - Equally natural and unnatural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","354GIDR5ZH2LX6LHN0FEL2DH8LR00F","AUC7U323BDZ43","Submitted","Fri Mar 05 02:12:15 PST 2021","Fri Mar 05 02:12:32 PST 2021","Mon Mar 08 02:12:32 PST 2021","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","4.0 - Good - Mostly natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3570Y55XZVFF55SN9AFQYMUHRFVYGH","A2P76QVLSGJR45","Submitted","Fri Mar 05 02:31:40 PST 2021","Fri Mar 05 02:35:20 PST 2021","Mon Mar 08 02:35:20 PST 2021","","","","220","100% (14/14)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","4.0 - Good - Mostly natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3HPZF4IVNSP2OTCI7OJ78V92TNWCYE","A1K42W7BKJDVB","Submitted","Fri Mar 05 00:12:28 PST 2021","Fri Mar 05 00:13:14 PST 2021","Mon Mar 08 00:13:14 PST 2021","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","4.0 - Good - Mostly natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3IXQG4FA2ZU4DNC4LCVWYUAT2T9B9F","AZ8JL3QNIPY4U","Submitted","Thu Mar 04 23:49:32 PST 2021","Thu Mar 04 23:57:00 PST 2021","Sun Mar 07 23:57:00 PST 2021","","","","448","100% (36/36)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","5.0 - Excellent - Completely natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3LEIZ60CDPV0VLFKRQBZKCHWTWY9ZM","A2Y2AZ8DBFU47Q","Submitted","Fri Mar 05 00:28:49 PST 2021","Fri Mar 05 00:29:23 PST 2021","Mon Mar 08 00:29:23 PST 2021","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","4.0 - Good - Mostly natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3MX2NQ3YCFQSP3DTNIAXBBWJZ0E5XR","A35TUIBF05DKM4","Submitted","Thu Mar 04 23:48:42 PST 2021","Thu Mar 04 23:48:51 PST 2021","Sun Mar 07 23:48:51 PST 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","4.0 - Good - Mostly natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3NQL1CS15X4YN2IIY5ECYNXREUJVY3","A20I3A6VWC2T5C","Submitted","Fri Mar 05 02:32:57 PST 2021","Fri Mar 05 02:33:04 PST 2021","Mon Mar 08 02:33:04 PST 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","5.0 - Excellent - Completely natural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3OCHAWUVGUGV7MYWU5E3D0F1WQ9KXR","A1PNYLOKED8FWF","Submitted","Thu Mar 04 23:48:02 PST 2021","Thu Mar 04 23:51:12 PST 2021","Sun Mar 07 23:51:12 PST 2021","","","","190","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","2.0 - Poor - Mostly unnatural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3PH3VY7DJRTB7HSSK1LRYWP7RXRWZ7","A3E18P15E4GSG6","Submitted","Fri Mar 05 02:58:07 PST 2021","Fri Mar 05 03:04:12 PST 2021","Mon Mar 08 03:04:12 PST 2021","","","","365","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","2.0 - Poor - Mostly unnatural speech"
"37NXA7GVTY2B0JEPPOKLGV081AIVLN","3QH037L2CS2R9GV9C067DZV3G2VWAQ","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.03","Thu Mar 04 23:29:14 PST 2021","20","BatchId:4355686;OriginalHitTemplateId:928390811;","600","259200","Fri Mar 19 00:29:14 PDT 2021","","","3PXX5PX6L3UII6M9DI9WUPLD8BRBAU","A1E1APZSE8OFWU","Submitted","Thu Mar 04 23:49:20 PST 2021","Thu Mar 04 23:52:41 PST 2021","Sun Mar 07 23:52:41 PST 2021","","","","201","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/ablation/wo_lvc/476_134312_000029_000002.wav","5.0 - Excellent - Completely natural speech"
